lei,respondent_name,respondent_city,respondent_state,type_name,respondent_rssd
549300HNMUG8WS7JLL28,THE CITIZENS NAT BANK OF BLUFFTON,Bluffton,OH,Bank or Affiliate,738013
549300Z8EM6P4IUIYG50,WATERFORD BANK,Toledo,OH,Bank or Affiliate,3588424
254900KE1KGYIP021V52,GREENVILLE NAT BANK,Greenville,OH,Bank or Affiliate,295011
549300E0P87HTQVFQH08,CONSUMERS NAT BANK,Minerva,OH,Bank or Affiliate,477321
549300ZGCIDP1G72QO72,CF BANK,Worthington,OH,Bank or Affiliate,767974
549300465MKS092D5K02,LIBERTY NAT BANK,Lawton,OK,Bank or Affiliate,68756
549300HCWCQYV87S4729,THE 1ST NAT B&T CO,Chickasha,OK,Bank or Affiliate,154154
549300E8JTSHNU1K4K92,THE 1ST NAT B&T OF OKMULGEE,Okmulgee,OK,Bank or Affiliate,634955
549300SEW263WB5KWU64,VAST BANK,Tulsa,OK,Bank or Affiliate,347956
254900FP6SX9QWAB1J85,1ST TEXOMA NAT BANK,Durant,OK,Bank or Affiliate,388155
549300XKEC7P1D7OKJ16,GREAT PLAINS NAT BANK,Elk City,OK,Bank or Affiliate,2482824
549300SNAY3J7NZEU618,VISION BANK,Ada,OK,Bank or Affiliate,241157
5493004MTRF0ZV6FX998,THE CENTRAL NAT BANK OF POTEAU,Poteau,OK,Bank or Affiliate,459354
549300D3HXQOVIN2DA88,QUAIL CREEK BANK,Oklahoma City,OK,Bank or Affiliate,507152
549300RYQVJMZ3X21K04,THE CITY NAT B&T OF LAWTON,Lawton,OK,Bank or Affiliate,294751
549300OBYIDGN0LRQS38,1ST NAT BANK OF OKLAHOMA,Oklahoma City,OK,Bank or Affiliate,525053
549300O5WDIJU8S7OI05,STRIDE BANK,Enid,OK,Bank or Affiliate,278555
549300XTFXREUXEWLW38,THE SECURITY NAT BANK OF ENID,Enid,OK,Bank or Affiliate,119153
549300458LCI17J5BY03,THE HONESDALE NAT BANK,Honesdale,PA,Bank or Affiliate,465618
549300QQ8FVN501MZL94,1ST NAT B&T OF NEWTOWN,Newtown,PA,Bank or Affiliate,1007417
549300VDK2EPK7QQKY80,MALVERN BANK,Paoli,PA,Bank or Affiliate,676478
549300ZUTKMSWP8JCE68,THE NEFFS NAT BANK,Neffs,PA,Bank or Affiliate,144913
549300TFEH2N4OKL5136,NEXTIER BANK,Kittanning,PA,Bank or Affiliate,18827
5493008P7IF5WNSI6V48,THE FARMERS NAT BANK OF EMLENTON,Emlenton,PA,Bank or Affiliate,119528
DZC62HF6UIZYJ08V1J90,FULTON BANK,Lancaster,PA,Bank or Affiliate,474919
549300T560RY8NY4EY89,THE EPHRATA NAT BANK,Ephrata,PA,Bank or Affiliate,425911
2549008EFPQHWHJ5MO60,THE CONWAY NAT BANK,Conway,SC,Bank or Affiliate,631422
54930004SDYVHYN4M716,COASTAL CAROLINA NAT BANK,Myrtle Beach,SC,Bank or Affiliate,3821822
254900OD9TDRYGWJ0N48,1ST NAT BANK,Ft. Pierre,SD,Bank or Affiliate,355858
549300T1ONVEMLQ4B629,1ST DAKOTA NAT BANK,Yankton,SD,Bank or Affiliate,441256
Q107R4XFOZ6F6K73C488,THE 1ST NAT BANK IN SIOUX FALLS,Sioux Falls,SD,Bank or Affiliate,326858
2138004QPZ7FMGPTU106,CORTRUST BANK,Mitchell,SD,Bank or Affiliate,61355
2549001R6R928Y08SC30,BLACK HILLS COMMUNITY BANK,Rapid City,SD,Bank or Affiliate,3636428
549300NYPTCONPN5C616,ATLANTIC CAPITAL BANK,Chattanooga,TN,Bank or Affiliate,3555695
549300ZGTRKCDKOVEQ80,1ST NAT BANK OF PULASKI,Pulaski,TN,Bank or Affiliate,972732
549300YL0TMLCEU0GW61,CITIZENS NAT BANK,Sevierville,TN,Bank or Affiliate,717737
549300RP3DLR09NF6157,THE 1ST NAT BANK OF MIDDLE TENNESSEE,McMinnville,TN,Bank or Affiliate,87234
549300RZFHIGIM84KN09,1ST CITIZENS NAT BANK,Dyersburg,TN,Bank or Affiliate,133850
RA4FKR1AA05ZK88M8034,BROADWAY NAT BANK,San Antonio,TX,Bank or Affiliate,474254
254900YTMXVNCWHCVS50,THE 1ST NAT BANK OF BASTROP,Bastrop,TX,Bank or Affiliate,18050
5493007XRAHUC7QUVO11,THE 1ST NAT BANK OF GRANBURY,Granbury,TX,Bank or Affiliate,329952
549300ASIS4D2QDWH380,AMARILLO NAT BANK,Amarillo,TX,Bank or Affiliate,353555
549300ALAL7EW71UE133,WEST TEXAS NAT BANK,Midland,TX,Bank or Affiliate,237066
549300F7S6KEMTKK0546,EXTRACO BANKS,Temple,TX,Bank or Affiliate,537560
549300FZGNW8VUSEDB98,COMMUNITY NAT BANK & TRUST OF TEXAS,Corsicana,TX,Bank or Affiliate,738769
549300BRSSSUNB0U6552,AMER BANK,Corpus Christi,TX,Bank or Affiliate,807955
549300IC1SF2RZ8ROR54,THE 1ST LIBERTY NAT BANK,Liberty,TX,Bank or Affiliate,629353
5493009ZFRBMAYWB2F82,THE MOODY NAT BANK,Galveston,TX,Bank or Affiliate,253356
254900CBU2F2TON68T25,1ST NAT BANK OF EAST TEXAS,Gilmer,TX,Bank or Affiliate,445955
54930072ZER0H6G56O90,1ST NAT BANK BAIRD,Baird,TX,Bank or Affiliate,75558
254900XJUBW1WCO2J645,CLASSIC BANK,Cameron,TX,Bank or Affiliate,182951
549300QJOGSPJ8EAX798,CENTRAL NAT BANK,Waco,TX,Bank or Affiliate,428060
549300EC7M6N4U9DR727,THE 1ST NAT BANK OF MCGREGOR,Mc Gregor,TX,Bank or Affiliate,895055
549300Z3IVG2MX9Y3287,NAT UNITED,Gatesville,TX,Bank or Affiliate,322056
549300TJWSU1V4GWUL60,CROCKETT NAT BANK,San Antonio,TX,Bank or Affiliate,1015467
549300HVUN4WJ2BRSZ39,TEXAS REPUBLIC BANK,Frisco,TX,Bank or Affiliate,735067
549300GXMSA3UUO46130,OMMONS BANK,Mexia,TX,Bank or Affiliate,414858
549300C690YBM0ROXL93,KLEBERG BANK,Kingsville,TX,Bank or Affiliate,556459
549300M16XETIG2Z5N24,COMMERCIAL BANK OF TEXAS,Nacogdoches,TX,Bank or Affiliate,885869
549300GZ7AZQEUEDGU30,LEGEND BANK,Bowie,TX,Bank or Affiliate,100357
549300B3LJV7BU7IY610,1ST NAT BANK OF CENTRAL TEXAS,Waco,TX,Bank or Affiliate,369659
549300SHQJPJG8CN8153,HOMETOWN BANK,Galveston,TX,Bank or Affiliate,393953
549300BG31WZXGJRH472,TEXAS NAT BANK,Mercedes,TX,Bank or Affiliate,497954
549300PHUZ7U5WPH7Z38,THE CITY NAT BANK OF TAYLOR,Taylor,TX,Bank or Affiliate,181963
549300AHVQ1LDFNP8P69,INWOOD NAT BANK,Dallas,TX,Bank or Affiliate,913753
549300LG8MECYD8F2A55,AMER NAT BANK & TRUST,Wichita Falls,TX,Bank or Affiliate,498362
549300N34GCCEN8EJE06,1ST NAT BANK,Wichita Falls,TX,Bank or Affiliate,375566
549300B190GPYLAX3Y92,AMER 1ST NAT BANK,Houston,TX,Bank or Affiliate,2694681
549300Y5YUNNHUW2EQ06,COMMUNITYBANK OF TEXAS,Beaumont,TX,Bank or Affiliate,774262
549300NJ26KCZVDMI076,TEXAS NAT BANK OF JACKSONVILLE,Jacksonville,TX,Bank or Affiliate,739355
549300NFAQXBUC5NPK66,1ST COMMERCIAL BANK,Seguin,TX,Bank or Affiliate,400365
549300IVURCTJ6QVMD67,1ST FIN BANK,Abilene,TX,Bank or Affiliate,470050
254900REMJXT9T25JI51,1ST NAT BANK OF BOSQUE COUNTY,Valley Mills,TX,Bank or Affiliate,198961
54930046358D5EC2R282,TEXAS CITIZENS BANK,Pasadena,TX,Bank or Affiliate,3440830
5493008R64K2UUN2NP30,AUSTIN BANK TEXAS,Jacksonville,TX,Bank or Affiliate,548351
549300A2N0IEBKSB5I23,GUARANTY BANK & TRUST,Mount Pleasant,TX,Bank or Affiliate,112163
549300CUL44QXBGFJM68,THE 1ST NAT BANK OF SONORA,Sonora,TX,Bank or Affiliate,591366
549300QFJDBOCX7WKY08,THE AMER NAT BANK OF TEXAS,Terrell,TX,Bank or Affiliate,599764
2549005AK04LGIZGXS10,THE 1ST NAT BANK OF ANSON,Anson,TX,Bank or Affiliate,366359
549300C720KB2QRAC051,THE JACKSBORO NAT BANK,Jacksboro,TX,Bank or Affiliate,924058
54930087FQP1S845Z665,VERABANK,Henderson,TX,Bank or Affiliate,56351
5493006TJ2N1MYD0XD45,COMMUNITY NAT BANK,Midland,TX,Bank or Affiliate,293053
549300PV2KIL739QYQ35,CITIZENS NAT BANK OF TEXAS,Waxahachie,TX,Bank or Affiliate,552161
2549004NC9AQ00THAD39,WAGGONER NAT BANK,Vernon,TX,Bank or Affiliate,548267
254900B7OQXWTD0I4K81,THE 1ST NAT BANK OF HUGHES SPRINGS,Hughes Springs,TX,Bank or Affiliate,849357
549300S3XVSI9XULIM45,1ST NAT BANK IN PORT LAVACA,Port Lavaca,TX,Bank or Affiliate,855264
549300U852CO3ZPGIE54,BTH BANK,Quitman,TX,Bank or Affiliate,24668
5493006KQF5UKZ3Y9N07,1ST NAT BANK TEXAS,Killeen,TX,Bank or Affiliate,613950
2549006VBLRP288VX853,AMER BANK,Waco,TX,Bank or Affiliate,307361
549300IRQPG1Q6VZ8Y58,LONE STAR NAT BANK,Pharr,TX,Bank or Affiliate,842460
549300KYODJTW38SQV05,FIRSTCAPITAL BANK OF TEXAS,Midland,TX,Bank or Affiliate,2746263
549300RM1IZYGQDSNL85,TEXANA BANK,Linden,TX,Bank or Affiliate,809650
254900GBKSHEUZ4PGG08,POWELL VALLEY NAT BANK,Jonesville,VA,Bank or Affiliate,31826
5493007WZXR2YE227I23,BLUE RIDGE BANK,Martinsville,VA,Bank or Affiliate,233527
549300CPWNBJ0UCBZ853,THE OLD POINT NAT BANK OF PHOEBUS,Hampton,VA,Bank or Affiliate,186221
549300HGXROE7ZUGMP55,AMER NAT B&T,Danville,VA,Bank or Affiliate,958727
549300XE6SNRPD2GUD44,VIRGINIA NAT BANK,Charlottesville,VA,Bank or Affiliate,2708122
254900R1UY5PAEIHXX38,SKYLINE NAT BANK,Independence,VA,Bank or Affiliate,90328
5493007WCJ9R6VLLYR82,1ST NAT BANK,Altavista,VA,Bank or Affiliate,979629
25490041Y3ITG7RD6H37,CHAIN BRIDGE BANK,Mclean,VA,Bank or Affiliate,3597211
549300OQ3UC55Y6EPP22,COMMUNITY NAT BANK,Derby,VT,Bank or Affiliate,270504
5493004R22HRZXTXSR64,THE NAT BANK OF MIDDLEBURY,Middlebury,VT,Bank or Affiliate,173306
2549009AOX259OY87H37,BAKER BOYER NAT BANK,Walla Walla,WA,Bank or Affiliate,69678
549300BRLQAIJ1LJA253,BANK 1ST,Manitowoc,WI,Bank or Affiliate,594947
549300YSSK1TDPTWQ036,NAT BANK OF COMMERCE,Superior,WI,Bank or Affiliate,775456
549300508JOHWSRFDR57,THE STEPHENSON NAT B&T,Marinette,WI,Bank or Affiliate,598048
549300OCKUW7YV0YNV03,TRI CITY NAT BANK,Oak Creek,WI,Bank or Affiliate,242444
54930037K28BC4GVBU20,TOWN BANK,Hartland,WI,Bank or Affiliate,2693264
5493001SSNVCONGBH947,THE 1ST NAT B&T,Beloit,WI,Bank or Affiliate,207845
VUAW1MW1BHNL595RH698,THE 1ST NAT BANK OF RIVER FALLS,River Falls,WI,Bank or Affiliate,956255
549300Q26XXW77S35W27,1ST NAT COMMUNITY BANK,New Richmond,WI,Bank or Affiliate,23755
38CFVD4YYFWD1FV7IM34,NICOLET NAT BANK,Green Bay,WI,Bank or Affiliate,2941068
5493006P0JVBBAHVXV08,NAT EXCHANGE B&T,Fond du Lac,WI,Bank or Affiliate,722544
549300B63HUNVIWL5V50,AMER NAT BANK - FOX CITIES,Appleton,WI,Bank or Affiliate,2051127
549300SUC4CLYKKZWS29,CITIZENS COMMUNITY FED,Altoona,WI,Bank or Affiliate,962890
549300K3JILC7UMYWR39,HIAWATHA NAT BANK,Hager City,WI,Bank or Affiliate,505550
549300KJZ82173UB3I21,CITY NAT BANK OF WEST VIRGINIA,Charleston,WV,Bank or Affiliate,1011526
2549005QV7K44ND43364,FAYETTE COUNTY NAT BANK,Fayetteville,WV,Bank or Affiliate,488420
549300KJI3KX8KY2FG10,HILLTOP NAT BANK,Casper,WY,Bank or Affiliate,1454
5493002B3S2CIVMYKZ51,NEW OMNI BANK,Alhambra,CA,Bank or Affiliate,300063
5493004O9GGH58IPFT94,CONTINENTAL NAT BANK,Miami,FL,Bank or Affiliate,837037
549300GDAFL5HNJKDR03,FIDELITY NAT BANK,West Memphis,AR,Bank or Affiliate,848248
549300RPCSICP6848N30,CONNECT BANK,Star City,AR,Bank or Affiliate,126049
5493009I5VHHGVFQ1O54,PEOPLES BANK,Sheridan,AR,Bank or Affiliate,2939391
549300U65SW4VWXX3N34,FBT BANK & MTG,Fordyce,AR,Bank or Affiliate,314444
549300FQO5YYLKGJU246,1ST CHOICE BANK,Cerritos,CA,Bank or Affiliate,3374878
ZXZDWBXF4U47HEP2EO46,SILVERGATE BANK,La Jolla,CA,Bank or Affiliate,1216826
549300D2R9YSQ442G068,OAK VALLEY COMMUNITY BANK,Oakdale,CA,Bank or Affiliate,1864197
2549000S4R1QRQ0UX708,1ST STATE BANK OF COLORADO,Hotchkiss,CO,Bank or Affiliate,277053
549300MIWF0T5VLO6M11,FARMERS BANK,Ault,CO,Bank or Affiliate,3020447
549300FAQB5JZE5SG649,FLATIRONS BANK,Boulder,CO,Bank or Affiliate,3022610
549300SZNJD0HVTNYS90,COBIZ BANK,Denver,CO,Bank or Affiliate,56557
549300U72NFUEEEZB183,HIGH PLAINS BANK,Flagler,CO,Bank or Affiliate,247551
5493004XDYR0YX20D907,GUARANTY B&T,Denver,CO,Bank or Affiliate,666657
254900HSFJFPYVPQN082,START COMMUNITY BANK,New Haven,CT,Bank or Affiliate,3843392
2549006970DDWK8E1864,FIELDPOINT PRIVATE B&T,Greenwich,CT,Bank or Affiliate,3664588
549300DYVAMYTMH9UV09,1ST EAGLE BANCSHARES,WILMINGTON,DE,Bank or Affiliate,759045
549300EVJT6K5WFCK440,1ST FLORIDA INTEGRITY BANK,Naples,FL,Bank or Affiliate,3591282
54930061QWO8EIDM1U61,1ST FLORIDA BANK,Destin,FL,Bank or Affiliate,3525577
5M0S7SPHSMEIN7Z5SI25,THE BRAND BANKING CO,Lawrenceville,GA,Bank or Affiliate,701736
549300K4UTBLXTLS0A66,AMER TRUST & SVGS BANK,Dubuque,IA,Bank or Affiliate,596848
54930094PMFTE71NZK32,GLENWOOD STATE BANK,Glenwood,IA,Bank or Affiliate,566243
254900M4B0023V82HA40,1ST AMER BANK,Fort Dodge,IA,Bank or Affiliate,653648
254900XW0LQQA1I2P960,FNB BANK,Fontanelle,IA,Bank or Affiliate,617743
254900O1WT2BXINL9612,STATE BANK,New Hampton,IA,Bank or Affiliate,231149
549300UDBUNBNEKR8J69,ST CHARLES B&T,St. Charles,IL,Bank or Affiliate,428547
549300AWKJE2GH6K8C97,1ST COMMUNITY B&T,Beecher,IL,Bank or Affiliate,371232
2549004SC7QSM97SYR40,FARMERS STATE BANK OF WESTERN ILLINOIS,Alpha,IL,Bank or Affiliate,653433
254900B62P3ICL40GF98,PACIFIC GLOBAL BANK,Chicago,IL,Bank or Affiliate,2360904
549300LH0RW78R3R3Z48,ROCKFORD B&T,Rockford,IL,Bank or Affiliate,3303917
549300ZYR8GQTIKK3K61,BANK OF GENEVA,Geneva,IN,Bank or Affiliate,590949
549300SNADAUHBKPD976,SALIN B&T,Indianapolis,IN,Bank or Affiliate,123646
54930030PHXZTW8UCY89,THE STOCK EXCHANGE BANK CALDWELL KANSAS,Caldwell,KS,Bank or Affiliate,671053
549300LS51E761AX9K38,VERUS BANK,Derby,KS,Bank or Affiliate,728452
254900QXGTL5RYZXK761,CORNERSTONE BANK,Overland Park,KS,Bank or Affiliate,3027763
54930013PJ1T7NUE0B15,ROSE HILL BANK,Rose Hill,KS,Bank or Affiliate,190451
549300P8ISF116V41O70,KING SOUTHERN BANK,Chaplin,KY,Bank or Affiliate,909541
549300DBCK1J1S86JR79,BANK OF CADIZ AND TRUST CO,Cadiz,KY,Bank or Affiliate,904845
54930035PML8BGK0PX59,BANK OF BUFFALO,Buffalo,KY,Bank or Affiliate,825940
5493007W2SORU9UO7826,UNITED BANK & CAPITAL TRUST CO,Frankfort,KY,Bank or Affiliate,728742
549300CB2K9NG8MMWO68,1ST IPSWICH BANK,Ipswich,MA,Bank or Affiliate,442806
549300BNT2ED14J2RB94,FREDERICK COUNTY BANK,Frederick,MD,Bank or Affiliate,3058329
254900Q4OHCZ5HC5KM52,1ST COMMUNITY BANK,Harbor Springs,MI,Bank or Affiliate,932745
254900WZKT8301DIWH64,LAKESTONE BANK & TRUST,Lapeer,MI,Bank or Affiliate,184142
549300IDUXOP6HUDV878,NORTH AMER BANKING CO,Roseville,MN,Bank or Affiliate,2631846
5493001RCW6RN8X6X688,PROFINIUM,Truman,MN,Bank or Affiliate,865450
5493005CFO3VC8UBH160,THE MISSOURI BANK II,Sedalia,MO,Bank or Affiliate,491251
254900D2Q88RQY7D1H97,PEOPLES BANK OF ALTENBURG,Altenburg,MO,Bank or Affiliate,941541
549300SCKEZEGZBQ8G12,KCB BANK,Kearney,MO,Bank or Affiliate,701950
549300Z3IK4IHLP1R468,1ST MISSOURI BANK,Brookfield,MO,Bank or Affiliate,710176
254900TUS3PQY1ER5639,ADRIAN BANK,Adrian,MO,Bank or Affiliate,94858
JY55GUVP9NLVWS4QEU03,STIFEL BANK,Clayton,MO,Bank or Affiliate,3076220
549300XRWSRSRH3E3804,FARMERS AND MERCHANTS BANK OF ASHLAND,Ashland,NE,Bank or Affiliate,398051
549300ZTZPT51D3DK456,1ST WESTROADS BANK,Omaha,NE,Bank or Affiliate,222754
254900O71XM7O5G20W03,WAHOO STATE BANK,Wahoo,NE,Bank or Affiliate,662350
549300JL8NM8DX0AMB96,JONES BANK,Seward,NE,Bank or Affiliate,469559
549300APYWQYO3RLT772,AMBOY BANK,Old Bridge,NJ,Bank or Affiliate,9807
54930018GXYHRWIZ5E66,WESTERN BANK,Lordsburg,NM,Bank or Affiliate,723653
549300WU17K1CLH8VI32,CHEMUNG CANAL TRUST CO,Elmira,NY,Bank or Affiliate,884303
2549009JMGPU64G0O296,BANK OF MILLBROOK,Millbrook,NY,Bank or Affiliate,175609
549300G86QJ4YLR90O89,EMPIRE STATE BANK,Newburgh,NY,Bank or Affiliate,3277241
54930065I8TMZBUKMS98,BUCKEYE COMMUNITY BANK,Lorain,OH,Bank or Affiliate,2836306
549300DRKI1J5D73X280,THE GENOA BANKING CO,Genoa,OH,Bank or Affiliate,504311
254900H43FZ07VEY2T39,THE BANK OF KREMLIN,Kremlin,OK,Bank or Affiliate,883959
549300EPXJLXW6I5JH13,THE COMMUNITY STATE BANK,Poteau,OK,Bank or Affiliate,706254
254900E211LMPD5PAM20,BLUE SKY BANK,Tulsa,OK,Bank or Affiliate,517357
5493001DZLB885EK9234,THE MORRIS STATE BANK,Morris,OK,Bank or Affiliate,95659
549300M16942DXVSKE61,1ST BETHANY BANK & TRUST,Bethany,OK,Bank or Affiliate,988452
2549005139GOI7VL3521,PRIME BANK,Edmond,OK,Bank or Affiliate,3660478
549300UBGRF9FQB7X471,BANK OF COMMERCE,Chelsea,OK,Bank or Affiliate,152057
254900N67KAPUJSOLE12,OREGON PACIFIC BANKING CO,Florence,OR,Bank or Affiliate,160360
549300MJ0Y817D63DD96,ASIAN BANK,Philadelphia,PA,Bank or Affiliate,2785477
549300FJRQZHE1Y3GS80,MONUMENT BANK,Doylestown,PA,Bank or Affiliate,3616309
J26ETGOCF82NJ2H0D828,LAFAYETTE AMBASSADOR BANK,Bethlehem,PA,Bank or Affiliate,140018
5493002HHKWZSFP7AI61,COMMUNITY BANK,Lexington,TN,Bank or Affiliate,361279
254900S61OCEX8MXZI58,DECATUR COUNTY BANK,Decaturville,TN,Bank or Affiliate,66154
549300Y1K11HHIO8K335,FRANKLIN SYNERGY BANK,Franklin,TN,Bank or Affiliate,3635533
549300XM1P1O0WI4KO86,BANK OF CROCKETT,Bells,TN,Bank or Affiliate,324854
5493007JWVDRJB3BSH97,THE BANK OF JACKSON,Jackson,TN,Bank or Affiliate,2577739
5493007ZMQ2ZFZA66L83,WESTSTAR BANK,El Paso,TX,Bank or Affiliate,1447639
549300I0C7TLHQLQDH91,LEGACYTEXAS BANK,Plano,TX,Bank or Affiliate,878898
2549005IKBNCYJFKP605,TEXAS STAR BANK,Van Alstyne,TX,Bank or Affiliate,274164
2549008DKNX6KPDOUX53,WELLINGTON STATE BANK,Wellington,TX,Bank or Affiliate,371362
549300JODTD5ROHSII79,POINTBANK,Pilot Point,TX,Bank or Affiliate,844567
549300TX687EP8MPL372,LONE STAR STATE BANK OF WEST TEXAS,Lubbock,TX,Bank or Affiliate,3607062
5493002DVKU2XXE18R77,SANGER BANK,Sanger,TX,Bank or Affiliate,336361
549300IDUXRYG23KYY13,PIONEER BANK,Stanley,VA,Bank or Affiliate,41629
549300TMF7YJBKDNMP72,HOMETOWN BANK,Roanoke,VA,Bank or Affiliate,3357910
549300CHKYIIZWOYDG84,VIRGINIA B&T,Danville,VA,Bank or Affiliate,723822
54930064WT3GIUWM7H79,THE BANK OF CHARLOTTE COUNTY,Phenix,VA,Bank or Affiliate,667524
549300MSW6NY44KG3397,FVCBANK,Fairfax,VA,Bank or Affiliate,3614976
254900P44V97GS5HR441,PEOPLES COMMUNITY BANK,Montross,VA,Bank or Affiliate,947628
549300X8XJW35HJ7M023,SELECT BANK,Forest,VA,Bank or Affiliate,3567269
254900WM8GM064LSY933,FARMERS BANK WINDSOR VIRGINIA,Windsor,VA,Bank or Affiliate,619327
54930069QAPP42MQ8417,HIGHLANDS UNION BANK,Abingdon,VA,Bank or Affiliate,969424
5493001GCBD5XGNIC815,COASTAL COMMUNITY BANK,Everett,WA,Bank or Affiliate,2562164
549300RU8LL1ICWWL303,NBW BANK,Waupun,WI,Bank or Affiliate,881544
549300SZGYMFBGIUYD65,FARMERS & MERCHANTS BANK OF ORFORDVILLE,Orfordville,WI,Bank or Affiliate,41245
549300PQ7WSN8JPB7M42,THE 1ST BANK OF BALDWIN,Baldwin,WI,Bank or Affiliate,143952
549300H8LM6VPYEHWU46,STATE BANK FIN,La Crosse,WI,Bank or Affiliate,2631172
549300MECFM71K0KCF45,UNION B&T,Evansville,WI,Bank or Affiliate,68840
549300EES32R2VOEK894,BANKERS' BANK,Madison,WI,Bank or Affiliate,408642
5493002OT5BBNVXQV174,1ST PEOPLES BANK,Mullens,WV,Bank or Affiliate,708333
549300H0IFPIJWI3KL08,CENTRAL STATE BANK,Calera,AL,Bank or Affiliate,353238
549300A7W1NQ3BYZCB68,BANK INDEPENDENT,Sheffield,AL,Bank or Affiliate,539032
549300CNDBHD7VKHK806,NOBLEBANK & TRUST,Anniston,AL,Bank or Affiliate,3385744
RO7SIV4IZNEGU4EXXS92,AUBURNBANK,Auburn,AL,Bank or Affiliate,749635
549300QFP6J5QSZVF805,EAGLE B&T,Little Rock,AR,Bank or Affiliate,453446
549300GKNMX0ZXKVPE54,FARMERS B&T,Magnolia,AR,Bank or Affiliate,12946
254900CNZPI5WN45KW48,1ST FIN BANK,El Dorado,AR,Bank or Affiliate,48374
54930009DUZUXUZIDL84,THE FARMERS & MERCHANTS BANK,Stuttgart,AR,Bank or Affiliate,677644
549300NPHJJV4PURQK31,PREMIER BANK OF ARKANSAS,Marion,AR,Bank or Affiliate,2716828
549300JQEF6V2RNWCC75,SOUTHERN BANCORP BANK,Arkadelphia,AR,Bank or Affiliate,852544
549300DPRWSBUY619V27,SIMMONS BANK,Pine Bluff,AR,Bank or Affiliate,663245
5493004EVKOLRF3JI477,THE CITIZENS BANK,Batesville,AR,Bank or Affiliate,856748
549300C6XY8GTVR2TV60,UNITED BANK,Springdale,AR,Bank or Affiliate,539377
54930013SG5BXUL3G429,1ST WESTERN BANK,Booneville,AR,Bank or Affiliate,34742
254900YY36UO9MBPH808,DIAMOND BANK,Murfreesboro,AR,Bank or Affiliate,27847
549300IRXW9RSZM2B951,EVOLVE BANK & TRUST,West Memphis,AR,Bank or Affiliate,592448
549300EY247F6R5IHX75,CITIZENS' BANK & TRUST CO,Van Buren,AR,Bank or Affiliate,192147
549300BEFX6JRSCS5N78,CENTENNIAL BANK,Conway,AR,Bank or Affiliate,456045
25490049RRVB8S6CG210,FARMERS AND MERCHANTS BANK OF LONG BEACH,Long Beach,CA,Bank or Affiliate,871769
549300UHQ3UXVA4AGM53,ANB BANK,Denver,CO,Bank or Affiliate,828651
549300AC46WDQ7G4M335,1ST AMER STATE BANK,Greenwood Village,CO,Bank or Affiliate,2317672
549300T7AIY7RU1YDP31,NBH BANK,Greenwood Village,CO,Bank or Affiliate,4210227
549300G4VO4E5SNMQB32,FMS BANK,Fort Morgan,CO,Bank or Affiliate,257756
2549004EXIAAMK5CLH54,CAPITAL CITY BANK,Tallahassee,FL,Bank or Affiliate,876634
549300DMI3W6YLDVSK93,1ST HOME BANK,Saint Petersburg,FL,Bank or Affiliate,2771694
254900MPKKQDGRJC2S10,PROFESSIONAL BANK,Coral Gables,FL,Bank or Affiliate,3816510
DX0JX77PRMOELF7VG772,SYNOVUS BANK,Columbus,GA,Bank or Affiliate,395238
549300NDNZ6EWP8BJI88,BANK IOWA,West Des Moines,IA,Bank or Affiliate,187947
549300QJ1W5RNY1X4D75,CENTRAL STATE BANK,Elkader,IA,Bank or Affiliate,678744
254900040LMONERSH242,VISIONBANK OF IOWA,Ames,IA,Bank or Affiliate,269049
25490072C0PMGDUJQU77,GNB BANK,Grundy Center,IA,Bank or Affiliate,724744
549300L5PI87OOVHD857,WASHINGTON STATE BANK,Washington,IA,Bank or Affiliate,433943
549300EP58VNEJR7BV48,PRIMEBANK,Le Mars,IA,Bank or Affiliate,671147
549300DWS85AHLUZHB50,QUAD CITY B&T,Bettendorf,IA,Bank or Affiliate,2142155
5493003X0GM1DHJIWC22,CBI BANK & TRUST,Muscatine,IA,Bank or Affiliate,830542
5493003SVUBV3VW5CT40,FARMERS & MERCHANTS SVGS BANK,Manchester,IA,Bank or Affiliate,863746
549300CWJ74FF73VDL12,1ST BANK,Waverly,IA,Bank or Affiliate,376442
549300Q76VHK6FGPX546,CENTRAL BANK,Storm Lake,IA,Bank or Affiliate,546544
254900QIPUZ7PAK59X63,PEOPLES BANK,Clive,IA,Bank or Affiliate,968249
549300JVXDPLF4P32H95,COMMUNITY STATE BANK,Ankeny,IA,Bank or Affiliate,790543
PS6WLKTYGZOKK05G5O59,CEDAR RAPIDS B&T,Cedar Rapids,IA,Bank or Affiliate,3029589
254900A1GT4B0CJ1GH46,AMER STATE BANK,Osceola,IA,Bank or Affiliate,276645
254900RZHOIGZ93T3S32,PREMIER BANK,Dubuque,IA,Bank or Affiliate,2687133
2549000C5KZ15Q2U9V68,BANK,Wapello,IA,Bank or Affiliate,952846
54930043NO4SOC3P8438,IOWA STATE BANK,Hull,IA,Bank or Affiliate,982348
549300USNPUCH96WTF23,BANK MIDWEST,Spirit Lake,IA,Bank or Affiliate,45551
254900YK0G0T2WULHK84,MIDWEST BANK,Monmouth,IL,Bank or Affiliate,709143
549300LTSES0DE01Z405,DIETERICH BANK,Effingham,IL,Bank or Affiliate,771140
549300CW5TQ2ILVQPH09,THE FNB COMMUNITY BANK,Vandalia,IL,Bank or Affiliate,137447
549300QX0QWWJKEY4R28,MARQUETTE BANK,Chicago,IL,Bank or Affiliate,716833
